,0
0,-0.0074736037485606316
1,1.0423907808669453
2,1.0221156544824221
3,1.128719840763884
4,1.0969487126684927
5,1.0504060647070181
6,1.3645006838527685
7,0.7337807834265223
8,-2.5312237446442434
9,-2.00446649753318
