,0
0,-0.7866388055604808
1,-0.00739581110157603
2,0.046310138340921576
3,-1.1465347075453136
4,0.014977401033894788
5,0.07407226220849322
6,-1.0223327464899397
7,0.09535120233682005
8,-0.3924650377467531
9,-0.6282880236696564
