0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
-0.018022867,0.035926785,0.031299087,-0.096645185,0.001615558,0.009824918,0.01700681,0.056128107,-0.020138319,0.000385761,-0.00219067,0.011694102,0.020561053,-0.040811081,0.000141551,0.009466362,0.072698617,0.162376881,-0.249473868,0.005374701,0.002319805,0.051443653,0.146368241,-0.095860837,0.002651831,0.006679828,0.036808728,0.074392928,-0.079617272,0.001399503,-0.794440789,-0.210293607,-0.030619972,-0.6887483,0.318046586,-0.285594349,0
0.004118879,0.011707516,0.031299087,-0.023629455,0.000154031,-0.003276682,0.007046452,0.021598875,-0.020138319,6.04E-05,5.22E-05,0.013404853,0.033513605,-0.040811081,0.000179693,-0.010051473,0.072862394,0.162376881,-0.249473868,0.005409961,0.013070356,0.057881222,0.146368241,-0.151235534,0.00352107,0.00131995,0.032608812,0.071177341,-0.096474214,0.001065077,0.136370334,-0.437976833,-0.115759283,-0.688672634,0.598491728,-0.647048201,0
0.000505541,0.009696251,0.024123434,-0.021297485,9.43E-05,-0.000375261,0.007549871,0.021598875,-0.015425572,5.71E-05,0.001694558,0.011624118,0.033513605,-0.025715611,0.000137992,0.005252839,0.055660608,0.157478427,-0.188500083,0.003125696,-0.011751823,0.050418142,0.131317018,-0.151235534,0.002680094,0.005796917,0.030080971,0.074060764,-0.096474214,0.000938469,0.354231291,-0.452617787,0.008645318,-0.660100294,0.595841175,-0.632804097,0
-0.000328396,0.009385353,0.017854715,-0.021297485,8.82E-05,0.001204733,0.008596174,0.024189716,-0.026637703,7.53E-05,-0.001171194,0.009379367,0.019306602,-0.025620525,8.93E-05,0.012159846,0.048995229,0.156268845,-0.126578491,0.002548394,-0.004816039,0.039495051,0.106538193,-0.105241118,0.001583053,0.007825968,0.030087638,0.074060764,-0.068816995,0.000966512,0.416451608,-0.379946701,-0.01366696,-0.668319736,0.344091188,-0.251535905,0
-0.001353047,0.012836044,0.030547744,-0.055408968,0.000166595,-0.001152601,0.008708945,0.024189716,-0.026637703,7.72E-05,-0.000192856,0.012393626,0.032342702,-0.045159239,0.000153639,0.001429743,0.076093773,0.287609238,-0.220334518,0.005792306,0.005503709,0.055848866,0.168627945,-0.14225256,0.003149387,0.001913699,0.031358238,0.069554293,-0.068816995,0.000987001,0.347436122,-0.359119135,-0.021380037,-0.722405167,0.305950097,-0.333385513,0
0.0011959,0.012619412,0.030547744,-0.055408968,0.00016068,-0.000432854,0.007479135,0.017422194,-0.0191257,5.61E-05,0.00095799,0.012513554,0.032342702,-0.045159239,0.000157507,0.012414934,0.074727077,0.287609238,-0.220334518,0.005738267,-0.009645687,0.054336689,0.168627945,-0.14225256,0.003045515,0.003188719,0.034844112,0.083232142,-0.05958679,0.00122428,0.519942167,-0.413650429,-0.133294283,-0.671705432,0.325252445,-0.358238135,0
0.000905831,0.01375071,0.02948794,-0.061731209,0.000189903,0.001349428,0.008844672,0.026506844,-0.0191257,8.00E-05,-0.000529016,0.011280976,0.028650966,-0.030450848,0.00012754,0.018216607,0.056264694,0.169752895,-0.15752968,0.003497561,-0.001778105,0.043352354,0.090126925,-0.130971702,0.001882588,0.00176181,0.039447765,0.083232142,-0.127660663,0.00155923,0.043710762,-0.362037533,-0.044357986,-0.605675351,0.238573925,-0.234987069,0
-0.000937872,0.013938262,0.02948794,-0.061731209,0.000195155,-0.000235437,0.009094664,0.026506844,-0.026896652,8.28E-05,0.000289486,0.011428886,0.028650966,-0.030450848,0.000130703,0.00350955,0.054521173,0.169752895,-0.15752968,0.002984875,0.0058571,0.040308875,0.090126925,-0.130971702,0.001659111,-0.005338941,0.032603491,0.063408175,-0.127660663,0.001091492,-0.171291915,-0.404006592,0.151241777,-0.565880219,0.125893565,-0.234725902,0
0.000692164,0.009564018,0.021888907,-0.029377672,9.19E-05,-0.000310637,0.00797587,0.016949137,-0.026896652,6.37E-05,0.000359625,0.009067735,0.021013264,-0.028575295,8.24E-05,-0.00072557,0.03981923,0.102334714,-0.125196584,0.001586098,-0.003468996,0.027824076,0.070587534,-0.093895085,0.000786213,0.00249627,0.029835422,0.092316856,-0.072087884,0.000896384,0.279800852,-0.363631509,0.295416911,-0.432501334,0.105347675,-0.431936183,0
0.000278412,0.008364282,0.021888907,-0.015512681,7.00E-05,0.000563577,0.007026165,0.018063764,-0.022577582,4.97E-05,0.000102635,0.007760855,0.025165155,-0.015139261,6.02E-05,0.001519584,0.038179144,0.099600168,-0.078075968,0.001459956,-0.002363408,0.028639689,0.070587534,-0.088053775,0.000825817,0.012114045,0.030066579,0.092316856,-0.053476857,0.001050749,0.645170774,-0.316258112,-0.027176709,-0.570548262,0.332228753,-0.635236021,0
-0.000808441,0.009035626,0.016900326,-0.02675423,8.23E-05,-0.000249473,0.006898508,0.018063764,-0.019282672,4.77E-05,-4.89E-05,0.012661365,0.035291166,-0.039884431,0.000160313,0.003792872,0.05754903,0.223549305,-0.13987902,0.003326277,-0.000344861,0.046524677,0.139423674,-0.208768075,0.002164665,0.004781614,0.031477004,0.0761942,-0.105582089,0.001013666,0.401810307,-0.648301263,-0.288766338,-0.509976079,0.316485921,0.01356047,0
0.018635576,0.229743471,0.289396367,-0.988442257,0.053129347,-0.008820221,0.120227113,0.505918738,-0.149893768,0.014532355,0.000553628,0.011726591,0.027083353,-0.035357383,0.000137819,0.002857085,0.025761274,0.066991429,-0.063422874,0.000671806,-0.002612505,0.022595347,0.056048273,-0.090492987,0.000517375,-0.001780902,0.020693542,0.048003522,-0.069660599,0.000431394,-0.997725085,-0.621121449,0.606011972,-0.31870781,0.144566823,-0.25959849,0
-0.020317705,0.069907568,0.189446008,-0.097265154,0.005299877,0.011106172,0.034644345,0.049067703,-0.098971139,0.001323578,-0.001466127,0.009245545,0.019493701,-0.023918602,8.76E-05,0.00191403,0.023044326,0.057113214,-0.047064927,0.000534704,-0.001061481,0.019121356,0.048030373,-0.053057564,0.000366753,0.001329579,0.015996137,0.050871341,-0.043593887,0.000257644,-0.979722169,-0.319824299,0.278755445,-0.365903501,0.184046684,-0.240860783,0
-0.019310831,0.03802598,0.052291147,-0.097242165,0.001818883,0.003620453,0.02592777,0.04494684,-0.066126998,0.000685357,-0.010247975,0.023377053,0.038751169,-0.107291886,0.000651508,-0.011245981,0.064727713,0.221752944,-0.259112335,0.004316149,0.040173263,0.107771206,0.627352496,-0.189144295,0.013228524,-0.023613699,0.069905781,0.08185408,-0.442929874,0.005444425,-0.642708635,0.295943132,-0.275045708,-0.561671861,0.12437332,-0.346442114,0
0.005278816,0.017846523,0.052291147,-0.057151403,0.000346364,0.00052917,0.024103517,0.040653266,-0.066126998,0.00058126,0.010274564,0.037990863,0.083961021,-0.107291886,0.001548872,-0.000534091,0.082209608,0.221752944,-0.259112335,0.006758705,0.01872165,0.125975669,0.627352496,-0.19869475,0.016220369,-0.024871234,0.072530153,0.086363269,-0.442929874,0.005879201,0.115789129,0.575110861,-0.133932725,-0.648592234,0.170858915,-0.333716448,0
0.00106487,0.008440001,0.027294527,-0.01498689,7.24E-05,0.00624904,0.014296538,0.040653266,-0.018387142,0.000243442,0.00834511,0.034375062,0.083961021,-0.042290177,0.001251286,0.011561915,0.053270115,0.220574346,-0.152273056,0.002971383,-0.026089409,0.053582683,0.173176159,-0.19869475,0.003551761,0.001489509,0.027882722,0.086363269,-0.079840245,0.000779665,0.537740633,0.730435343,0.210137736,-0.783275314,0.199866371,-0.045028756,0
0.020325185,0.251058007,0.309425075,-1.073976382,0.063443236,-0.002448813,0.041151928,0.178272199,-0.054863037,0.001699478,0.003303039,0.033593953,0.049443954,-0.14917911,0.001139464,0.012382736,0.03368673,0.117622159,-0.047771605,0.001288128,-0.00994558,0.027745145,0.084603288,-0.087950602,0.000868708,0.006629388,0.020890811,0.091595984,-0.036847727,0.000480375,-0.993645297,-0.98765149,0.989745634,-0.454050943,0.372774669,-0.113555514,0
-0.022422278,0.075560076,0.204551243,-0.096764999,0.006212084,0.003369921,0.012038304,0.02175837,-0.033951079,0.000156277,-0.003884146,0.011072868,0.033601543,-0.01928808,0.000137695,0.011164803,0.035442432,0.117622159,-0.078719752,0.001380819,-0.005584342,0.028031852,0.084603288,-0.087950602,0.00081697,0.008792263,0.020075882,0.091595984,-0.033012695,0.000480345,-0.897222165,-0.802298217,0.874919725,-0.572258471,0.310668792,-0.237856717,0
-0.020386803,0.038112464,0.020549414,-0.096764999,0.001868182,0.002862211,0.005032164,0.016643257,-0.009978184,3.35E-05,-0.003036316,0.008134637,0.009891889,-0.01928808,7.54E-05,-0.000198871,0.024296462,0.049398644,-0.078719752,0.000590358,0.00061755,0.015941044,0.048206325,-0.032917124,0.000254498,0.006127434,0.012177547,0.041342476,-0.033012695,0.000185838,-0.66819966,-0.695893302,0.843340462,-0.596239483,0.25257385,-0.400273645,0
0.005826906,0.006786636,0.020549414,-0.00689137,8.00E-05,-0.00042656,0.003816485,0.009574256,-0.009978184,1.47E-05,0.001753049,0.00440778,0.011519294,-0.010860684,2.25E-05,0.014310159,0.022095275,0.099886355,-0.036422924,0.000692982,-0.004587979,0.015204355,0.029187425,-0.0565095,0.000252222,0.010271312,0.01058213,0.038079548,-0.016049442,0.000217481,0.126981221,-0.096980177,0.163615158,-0.538458049,0.408950459,-0.331970099,0
-0.000285848,0.004591708,0.013748456,-0.010320984,2.12E-05,-0.001126142,0.004024455,0.011031293,-0.008678966,1.75E-05,-0.000927041,0.005123125,0.011519294,-0.011240441,2.71E-05,0.010386186,0.028789512,0.099886355,-0.060011855,0.000936709,0.00169878,0.019297012,0.047126254,-0.0565095,0.000375261,0.004652466,0.013931243,0.038079548,-0.026503006,0.000215725,0.18090449,-0.189548339,-0.123238472,-0.705508894,0.507254178,-0.486005883,0
-0.0004923,0.003841381,0.008396694,-0.010320984,1.50E-05,0.000338018,0.003744852,0.011031293,-0.008100206,1.41E-05,-0.00018893,0.005032795,0.014349447,-0.011240441,2.54E-05,0.001485544,0.024240431,0.086388195,-0.060011855,0.000589805,0.007284834,0.015390226,0.047126254,-0.040799978,0.000289928,0.001097806,0.011250448,0.035923737,-0.026503006,0.000127778,0.319172515,-0.033757848,0.011427421,-0.650091456,0.29761841,-0.38378459,0
0.000395615,0.004497006,0.009682933,-0.01067747,2.04E-05,0.001292134,0.003802235,0.011275113,-0.009886196,1.61E-05,0.001539864,0.00572301,0.016867247,-0.01173348,3.51E-05,0.011272221,0.025756486,0.097309028,-0.035947228,0.00079046,-0.004687341,0.021455371,0.040898978,-0.076389562,0.000482304,0.007795477,0.014272972,0.057961578,-0.029762329,0.000264487,0.276901683,-0.342144584,-0.156645338,-0.466136786,0.458078689,-0.39017863,0
-0.000162155,0.005518654,0.012082079,-0.014074899,3.05E-05,-0.000408613,0.004557028,0.011275113,-0.009886196,2.09E-05,-0.000901634,0.00735957,0.019446074,-0.01748293,5.50E-05,0.012987463,0.029503325,0.097309028,-0.051186423,0.00103912,-0.003532497,0.024712404,0.058948989,-0.076389562,0.000623181,0.009145849,0.017699374,0.057961578,-0.041665771,0.000396914,0.293869284,-0.144377899,-0.051974297,-0.506967414,0.450407191,-0.522136803,0
-0.000251617,0.004945292,0.012082079,-0.014074899,2.45E-05,-0.000829216,0.003958798,0.007504453,-0.009195512,1.64E-05,-0.000738994,0.006928996,0.019446074,-0.01748293,4.86E-05,0.001919906,0.02602745,0.084741739,-0.05703488,0.000681114,0.001839384,0.019812417,0.058948989,-0.048344189,0.000395915,0.005591016,0.015618993,0.042951701,-0.041665771,0.000275212,0.232429703,0.123347574,0.063976593,-0.359973044,0.178342297,-0.618982411,0
0.0013116,0.007860006,0.039646589,-0.014340779,6.35E-05,0.00067038,0.009589174,0.030188025,-0.030294651,9.24E-05,-0.004004364,0.015239909,0.031190151,-0.065185409,0.00024829,-0.017847607,0.05230562,0.08167809,-0.217851559,0.003054415,0.056143099,0.102682378,0.383022304,-0.069470319,0.013695718,0.012402049,0.037833912,0.158479409,-0.048045971,0.001585216,0.215459542,-0.619818994,-0.533837155,-0.542691451,-0.519894974,0.697410773,0
-0.001372569,0.009667684,0.039646589,-0.02669954,9.53E-05,-0.00082452,0.011080049,0.030188025,-0.030294651,0.000123447,0.005677834,0.024218683,0.057326815,-0.065185409,0.000618782,-0.0131758,0.055715376,0.084396198,-0.217851559,0.003277805,0.040222679,0.117480628,0.383022304,-0.256360248,0.015419562,0.007615951,0.042828801,0.158479409,-0.087911498,0.001892309,0.369922761,-0.6580647,-0.680690033,-0.584679815,-0.490818523,0.738352977,0
-0.000797035,0.007734081,0.014933108,-0.02669954,6.05E-05,0.000485362,0.007880335,0.014809912,-0.017848339,6.23E-05,0.004133092,0.021842523,0.057326815,-0.02304661,0.000494178,0.011315314,0.030010603,0.085165918,-0.099457983,0.001028673,-0.023420836,0.039185052,0.04347008,-0.256360248,0.002084004,0.003470408,0.025498941,0.056521844,-0.087911498,0.00066224,0.711039989,-0.720457574,-0.760413245,-0.391990109,0.199216233,0.532562737,0
0.001601224,0.005017441,0.014933108,-0.013067622,2.77E-05,0.000906152,0.005637429,0.013550948,-0.012344744,3.26E-05,-0.006948093,0.008595748,0.012211056,-0.02304661,0.000122163,0.007560127,0.02805308,0.085165918,-0.052685277,0.000844131,-0.002917564,0.019636997,0.043630061,-0.042189445,0.000394124,0.005932156,0.016622487,0.056521844,-0.033794636,0.000311498,0.667988916,-0.623964473,-0.613574113,-0.6820423,0.39414531,-0.308021367,0
0.016931196,0.214391123,0.264025072,-0.937529491,0.046250219,-0.010562474,0.140517909,0.591946111,-0.196048737,0.019856849,0.005908813,0.029945596,0.075424489,-0.128812109,0.000931653,0.041874904,0.130010975,0.350460302,-0.323104886,0.018656361,-0.051968334,0.173414322,0.527564928,-0.587703,0.032773235,-0.012641624,0.076492453,0.138100995,-0.345239341,0.006010906,-0.994719576,-0.661899291,0.653151499,-0.609812429,0.150371294,0.056911881,0
-0.018333908,0.063266419,0.189295574,-0.088856971,0.004338772,0.014124222,0.044609282,0.07034616,-0.151043661,0.002189482,-0.003575359,0.025009629,0.065889453,-0.043921746,0.000638265,0.030126804,0.099072045,0.350460302,-0.216869472,0.010722894,-0.049539483,0.11491751,0.130034655,-0.587703,0.015660195,-0.000344267,0.065825625,0.138100995,-0.345239341,0.004333131,-0.950794584,-0.626795449,0.63284716,-0.50199781,0.096038406,0.533805676,0
-0.017090428,0.029901952,0.023894133,-0.0777009,0.001186209,0.01048418,0.024006046,0.06892016,-0.016884563,0.000686208,-0.006044005,0.017805691,0.033839109,-0.043921746,0.000353573,0.008100699,0.045643502,0.112326602,-0.085747659,0.002148951,0.00591886,0.033336811,0.087272741,-0.065004035,0.001146376,0.00558153,0.025926646,0.110222566,-0.043783793,0.000703344,-0.904572148,-0.818411402,0.780895361,-0.694907666,0.250993994,0.139252717,0
0.004984532,0.008122506,0.023894133,-0.019330156,9.08E-05,-0.003541846,0.006686597,0.010615668,-0.026590525,5.73E-05,0.003381745,0.013717475,0.033839109,-0.023125246,0.000199605,0.009179649,0.048580343,0.143336961,-0.087173117,0.002444316,-0.004947944,0.033049226,0.07888309,-0.078434437,0.001116733,0.004388578,0.023039675,0.067848895,-0.065795377,0.000550086,0.04638911,-0.324126005,-0.018824989,-0.346787568,0.136466741,-0.375366023,0
3.03E-05,0.008865948,0.017331985,-0.034835895,7.86E-05,0.000141625,0.008147145,0.020749198,-0.026590525,6.64E-05,-0.000362085,0.014620086,0.032172399,-0.037501256,0.000213878,0.000484275,0.04990969,0.143336961,-0.105109941,0.002491212,-0.002549324,0.033211139,0.086333039,-0.078434437,0.001109479,0.010012564,0.031701666,0.071259314,-0.065795377,0.001105247,0.133449157,-0.260142221,-0.062304969,-0.247903626,0.152307159,-0.239484609,0
-0.000971222,0.011288973,0.028256047,-0.038630806,0.000128384,-0.000797379,0.008488752,0.020749198,-0.016944162,7.27E-05,0.001302882,0.013768459,0.036097551,-0.037501256,0.000191268,-0.003405049,0.050416916,0.118892147,-0.146620224,0.00255346,0.0053886,0.029945869,0.086333039,-0.062080548,0.000925792,0.003394697,0.037544215,0.075009774,-0.092991136,0.001421092,0.228388348,-0.42240532,-0.063486633,-0.402182204,0.37964688,-0.294659542,0
