,0
0,-11.602085418595143
1,-0.17438963805667312
2,-0.16633029364901694
3,-1.6122598727527107
4,-0.10877781542863603
5,-0.07662616381233227
6,-1.5501864923497202
7,0.10255859549070778
8,-0.4742974681774877
9,-0.668582104147141
